1, 1, 8.000000e-01, 4.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 0
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 4.000000e-01, 1, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 0, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 0
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 6.000000e-01, 1, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 0, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 0
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 8.000000e-01, 8.000000e-01, 1, 1.000000e-03, 1
1, 1, 8.000000e-01, 1, 0, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 0, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 0, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 0, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 1, 2.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 1, 4.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 1, 6.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 1, 8.000000e-01, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 8.000000e-01, 1, 1, 1.000000e-03, 0
1, 1, 8.000000e-01, 1, 1, 1.000000e-03, 2.000000e-01
1, 1, 8.000000e-01, 1, 1, 1.000000e-03, 4.000000e-01
1, 1, 8.000000e-01, 1, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 0, 1.000000e-03, 0
1, 1, 1, 0, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 0, 1.000000e-03, 1
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 0, 1, 1.000000e-03, 0
1, 1, 1, 0, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 0, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 0, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 0, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 0, 1, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 0, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 0
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 2.000000e-01, 1, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 0, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 0
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 4.000000e-01, 1, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 0, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 0
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 6.000000e-01, 1, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 0, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 0
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 8.000000e-01, 1, 1.000000e-03, 1
1, 1, 1, 1, 0, 1.000000e-03, 0
1, 1, 1, 1, 0, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 0, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 0, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 0, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 0, 1.000000e-03, 1
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 0
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 2.000000e-01, 1.000000e-03, 1
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 0
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 4.000000e-01, 1.000000e-03, 1
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 0
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 6.000000e-01, 1.000000e-03, 1
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 0
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 8.000000e-01, 1.000000e-03, 1
1, 1, 1, 1, 1, 1.000000e-03, 0
1, 1, 1, 1, 1, 1.000000e-03, 2.000000e-01
1, 1, 1, 1, 1, 1.000000e-03, 4.000000e-01
1, 1, 1, 1, 1, 1.000000e-03, 6.000000e-01
1, 1, 1, 1, 1, 1.000000e-03, 8.000000e-01
1, 1, 1, 1, 1, 1.000000e-03, 1
